"","","","","","","","","Survey","Question 1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q9","Q10","Q11","Q12","Q13","Q14","Q14"
"04/08/2022 09:56AM","04/08/2022 09:56AM","04/08/2022 09:56AM - 04/08/2022 10:56AM",11.525,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/08/2022 11:02AM","04/08/2022 11:02AM","04/08/2022 11:02AM - 04/08/2022 12:02PM",12.621,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/08/2022 1:11PM","04/08/2022 1:12PM","04/08/2022 1:09PM - 04/08/2022 2:09PM",12.815,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/08/2022 4:00PM","04/08/2022 4:00PM","04/08/2022 3:25PM - 04/08/2022 4:25PM",13.786,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/08/2022 6:17PM","04/08/2022 6:17PM","04/08/2022 5:40PM - 04/08/2022 6:40PM",12.827,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"04/08/2022 7:09PM","04/08/2022 7:09PM","04/08/2022 7:08PM - 04/08/2022 8:08PM",13.952,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,6,5,5,6,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"04/09/2022 11:16AM","04/09/2022 11:16AM","04/09/2022 11:13AM - 04/09/2022 12:13PM",19.747,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/09/2022 1:59PM","04/09/2022 1:59PM","04/09/2022 1:52PM - 04/09/2022 2:52PM",17.399,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,1,7,7,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/09/2022 3:28PM","04/09/2022 3:28PM","04/09/2022 3:23PM - 04/09/2022 4:23PM",13.021,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,6,7,7,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/09/2022 6:12PM","04/09/2022 6:12PM","04/09/2022 5:48PM - 04/09/2022 6:48PM",14.079,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,6,7,7,7,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"04/09/2022 7:51PM","04/09/2022 7:51PM","04/09/2022 7:51PM - 04/09/2022 8:51PM",17.948,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,4,5,5,5,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/10/2022 10:05AM","04/10/2022 10:05AM","04/10/2022 09:43AM - 04/10/2022 10:43AM",15.853,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/10/2022 11:54AM","04/10/2022 11:54AM","04/10/2022 11:53AM - 04/10/2022 12:53PM",13.259,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/10/2022 1:32PM","04/10/2022 1:33PM","04/10/2022 1:32PM - 04/10/2022 2:32PM",21.745,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/10/2022 3:47PM","04/10/2022 3:47PM","04/10/2022 3:45PM - 04/10/2022 4:45PM",16.924,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,6,1,5,6,5,6,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/10/2022 5:31PM","04/10/2022 5:32PM","04/10/2022 5:31PM - 04/10/2022 6:31PM",16.092,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,7,1,7,7,7,7,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/10/2022 7:15PM","04/10/2022 7:15PM","04/10/2022 7:15PM - 04/10/2022 8:15PM",30.13,"Yes","624a0d1da789330da79291b0","0.0","0.0","Participant 4",,1,6,1,7,6,6,6,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/04/2022 1:44PM","04/04/2022 1:45PM","04/04/2022 1:38PM - 04/04/2022 2:38PM",76.402,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",5,5,4,6,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/04/2022 3:55PM","04/04/2022 3:55PM","04/04/2022 3:40PM - 04/04/2022 4:40PM",41.303,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",5,7,7,7,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"04/04/2022 6:15PM","04/04/2022 6:15PM","04/04/2022 5:44PM - 04/04/2022 6:44PM",33.839,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,5,7,7,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/04/2022 7:51PM","04/04/2022 7:51PM","04/04/2022 7:51PM - 04/04/2022 8:51PM",31.842,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,6,1,4,3,3,3,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/05/2022 11:52AM","04/05/2022 11:52AM","04/05/2022 11:37AM - 04/05/2022 12:37PM",30.215,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",5,5,2,2,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/05/2022 2:37PM","04/05/2022 2:39PM","04/05/2022 1:55PM - 04/05/2022 2:55PM",121.038,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",6,7,7,7,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"04/05/2022 4:14PM","04/05/2022 4:14PM","04/05/2022 3:49PM - 04/05/2022 4:49PM",28.24,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,1,5,5,3,1,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/05/2022 5:18PM","04/05/2022 5:18PM","04/05/2022 5:03PM - 04/05/2022 6:03PM",25.359,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,1,7,5,6,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/05/2022 8:02PM","04/05/2022 8:03PM","04/05/2022 7:19PM - 04/05/2022 8:19PM",31.534,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",7,7,4,5,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"04/06/2022 10:32AM","04/06/2022 10:34AM","04/06/2022 09:33AM - 04/06/2022 10:33AM",145.564,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,6,4,3,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"04/06/2022 12:01PM","04/06/2022 12:02PM","04/06/2022 11:56AM - 04/06/2022 12:56PM",51.567,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,5,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",5,5,6,7,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/06/2022 1:37PM","04/06/2022 1:38PM","04/06/2022 1:37PM - 04/06/2022 2:37PM",27.461,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",5,5,5,6,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/07/2022 09:22AM","04/07/2022 09:23AM","04/07/2022 09:15AM - 04/07/2022 10:15AM",26.826,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,5,1,3,4,3,1,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/07/2022 11:42AM","04/07/2022 11:43AM","04/07/2022 11:10AM - 04/07/2022 12:10PM",77.218,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,7,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",7,6,7,7,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"04/07/2022 3:22PM","04/07/2022 3:23PM","04/07/2022 3:12PM - 04/07/2022 4:12PM",29.593,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,4,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/07/2022 5:27PM","04/07/2022 5:47PM","04/07/2022 5:26PM - 04/07/2022 6:26PM",1174.01,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,6,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/07/2022 7:44PM","04/07/2022 7:44PM","04/07/2022 7:44PM - 04/07/2022 8:44PM",37.751,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,7,1,4,4,4,4,,,,,,,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"04/08/2022 3:41PM","04/08/2022 3:42PM","04/08/2022 3:36PM - 04/08/2022 4:36PM",38.601,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,4,3,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/08/2022 5:56PM","04/08/2022 5:56PM","04/08/2022 5:08PM - 04/08/2022 6:08PM",22.679,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,4,1,4,4,5,6,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/08/2022 8:18PM","04/08/2022 8:18PM","04/08/2022 7:31PM - 04/08/2022 8:31PM",22.924,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,4,3,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/09/2022 12:27PM","04/09/2022 12:28PM","04/09/2022 11:56AM - 04/09/2022 12:56PM",32.925,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,4,3,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/09/2022 1:50PM","04/09/2022 1:50PM","04/09/2022 1:08PM - 04/09/2022 2:08PM",18.691,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,2,3,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",2,4,3,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/09/2022 3:27PM","04/09/2022 3:28PM","04/09/2022 3:11PM - 04/09/2022 4:11PM",29.199,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,2,,,,,6,"ANOTHER PERSON: “I was experiencing another person, e.g. holding hands”",4,6,6,5,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/09/2022 6:21PM","04/09/2022 6:21PM","04/09/2022 5:56PM - 04/09/2022 6:56PM",18.173,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,1,5,5,4,3,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/09/2022 7:39PM","04/09/2022 7:39PM","04/09/2022 7:39PM - 04/09/2022 8:39PM",20.989,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,7,1,6,7,5,3,,,,,,,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"04/10/2022 09:52AM","04/10/2022 09:53AM","04/10/2022 09:37AM - 04/10/2022 10:37AM",27.431,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,6,5,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/10/2022 1:55PM","04/10/2022 1:56PM","04/10/2022 1:31PM - 04/10/2022 2:31PM",28.337,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,6,1,4,5,5,2,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/10/2022 5:47PM","04/10/2022 5:47PM","04/10/2022 5:16PM - 04/10/2022 6:16PM",33.086,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,4,1,6,4,5,5,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/10/2022 7:36PM","04/10/2022 7:36PM","04/10/2022 7:36PM - 04/10/2022 8:36PM",30.373,"Yes","624a90ada789330da7929427","0.0","0.0","Participant 5",,1,3,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,6,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/05/2022 10:35AM","04/05/2022 10:36AM","04/05/2022 09:38AM - 04/05/2022 10:38AM",66.377,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,7,1,7,7,7,7,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/05/2022 12:16PM","04/05/2022 12:17PM","04/05/2022 11:27AM - 04/05/2022 12:27PM",84.419,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,6,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",6,6,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/05/2022 2:31PM","04/05/2022 2:33PM","04/05/2022 1:57PM - 04/05/2022 2:57PM",65.609,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,6,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,2,3,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"04/05/2022 3:54PM","04/05/2022 3:55PM","04/05/2022 3:54PM - 04/05/2022 4:54PM",54.362,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,4,1,7,4,4,2,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"04/05/2022 5:04PM","04/05/2022 5:05PM","04/05/2022 5:02PM - 04/05/2022 6:02PM",42.979,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",5,4,4,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"04/05/2022 7:55PM","04/05/2022 7:56PM","04/05/2022 7:45PM - 04/05/2022 8:45PM",41.846,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,4,1,5,4,3,1,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"04/06/2022 09:52AM","04/06/2022 09:53AM","04/06/2022 09:45AM - 04/06/2022 10:45AM",32.211,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,1,6,1,7,5,5,3,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"04/06/2022 11:20AM","04/06/2022 11:21AM","04/06/2022 11:17AM - 04/06/2022 12:17PM",74.946,"Yes","624aa1f4a789330da7929460","0.0","0.0","Participant 6",,2,6,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",5,4,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
