StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DON'T DISCUSS,pid,pid.check,personality_1,personality_2,personality_3,personality_4,personality_5,personality_6,personality_7,personality_8,personality_9,personality_10,personality_11,personality_12,personality_13,personality_14,personality_15,personality_16,personality_17,personality_18,personality_19,personality_20,personality_21,personality_22,personality_23,personality_24,personality_25,personality_26,personality_27,personality_28,personality_29,personality_30,personality_31,personality_32,personality_33,personality_34,personality_35,personality_36,personality_37,personality_38,personality_39,personality_40,personality_41,personality_42,personality_43,personality_44,personality_45,personality_46,personality_47,personality_48,personality_49,personality_50,personality_51,personality_52,personality_53,personality_54,personality_55,personality_56,personality_57,personality_58,personality_59,personality_60,personality_61,personality_62,ffmq_1,ffmq_2,ffmq_3,ffmq_4,ffmq_5,ffmq_6,ffmq_7,ffmq_8,ffmq_9,ffmq_10,ffmq_11,ffmq_12,ffmq_13,ffmq_14,ffmq_15,ffmq_16,age,gender,gender_6_TEXT,sex_at_birth,sexual_orientation_2,sexual_orientation_2_4_TEXT,ethnoracial,mixed_ethnoracial,ses_ladder,country_born,country_raised,country_reside,age_move_US,VAL1,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,id
2022-05-18 12:16:44,2022-05-18 12:32:07,0,104.177.116.67,100,922,1,2022-05-18 12:32:08,R_1CHOw4Nq7AtGanA,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16132943,A16132943,3,2,3,3,2,1,3,3,2,1,1,1,2,1,1,3,3,2,2,2,1,2,3,1,2,1,1,0,3,3,3,3,1,1,3,2,1,3,3,1,3,1,1,1,1,3,1,1,1,3,0,3,1,2,3,1,2,1,1,2,1,2,4,4,3,4,4,2,2,3,2,4,4,4,4,2,2,1,8,1,,1,1,,1,,7,32,32,189,16,1,8,10,10,10,12,39,36,41,46,26,34067
2022-05-18 18:22:01,2022-05-18 18:50:22,0,128.54.33.210,100,1701,1,2022-05-18 18:50:23,R_Xn83hipyMh39GBr,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16634387,A16634387,1,2,3,3,2,2,3,3,0,0,2,2,3,1,5,5,3,1,1,1,1,1,2,0,0,5,3,0,2,3,5,5,1,3,2,1,1,1,3,0,1,5,1,5,0,3,0,1,2,3,0,0,5,1,2,1,3,5,3,2,1,1,1,2,3,2,3,2,4,3,3,3,2,2,3,3,3,1,7,1,,1,1,,1,,7,189,189,189,,1,9,5,9,10,6,42,20,32,51,41,43856
2022-05-18 19:57:10,2022-05-18 20:10:35,0,72.197.201.109,100,804,1,2022-05-18 20:10:35,R_r8WsYyWOHjryEwx,,,,,32.7104,-117.0528,anonymous,EN,1,4,A16055379,A16055379,2,1,5,2,2,2,2,2,1,1,3,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,3,3,2,3,3,3,3,3,3,1,14,2,,2,1,,5,,5,81,53,189,18,4,8,9,8,9,8,38,36,35,38,35,31393
2022-05-19 11:09:54,2022-05-19 11:20:09,0,76.88.58.40,100,615,1,2022-05-19 11:20:10,R_3nVoHMZZ6O6Vns1,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17183558,A17183558,0,0,2,3,2,2,5,5,1,1,5,3,3,3,3,0,3,0,5,2,3,2,1,0,3,5,3,0,1,1,5,1,1,3,3,3,1,2,3,3,3,5,2,3,2,1,5,5,2,5,0,1,1,3,3,5,3,3,3,2,1,2,3,2,4,4,2,1,5,4,4,2,3,2,4,4,2,1,7,2,,2,2,,8,4,3,189,189,189,,1,6,7,6,6,5,45,34,36,37,45,41760
2022-05-19 11:01:05,2022-05-20 12:32:20,0,128.54.29.90,100,91874,1,2022-05-20 12:32:20,R_2tGs5nZ09x4ajT1,,,,,32.8246,-117.1971,anonymous,EN,1,4,A16105494,A16105494,1,3,5,5,3,1,5,5,3,1,3,1,5,1,3,0,3,0,3,3,3,3,1,1,2,3,1,0,1,3,3,1,2,0,3,3,1,5,5,0,5,1,0,3,0,0,0,2,0,5,0,3,3,3,5,1,1,3,1,5,3,5,4,4,4,4,4,4,3,2,3,4,4,3,3,3,3,1,11,2,,2,1,,6,,6,189,189,189,,1,9,12,11,8,10,57,44,49,46,44,38380
2022-05-20 15:04:58,2022-05-20 15:14:28,0,137.110.206.7,100,570,1,2022-05-20 15:14:29,R_22EKNNR5RHLoIor,,,,,32.8003,-117.2438,anonymous,EN,1,4,A15003578,A15003578,0,1,3,3,5,3,5,5,1,1,5,1,5,1,1,2,3,1,5,5,2,1,1,1,3,3,5,0,0,0,1,1,1,1,1,5,5,2,5,2,3,0,0,5,0,3,1,5,1,5,0,3,1,5,5,1,0,3,0,3,3,5,4,4,2,5,3,4,2,2,4,2,4,4,2,4,2,1,11,2,,2,1,,8,"1,2",7,189,189,189,,1,12,12,7,5,12,54,49,43,39,44,24800
2022-05-13 19:13:32,2022-05-13 19:29:39,0,128.54.39.152,91,966,0,2022-05-20 19:29:45,R_2w4gaAO6E4zP2CW,,,,,,,anonymous,EN,1,4,A16248767,A16248767,1,5,5,5,2,3,5,5,3,1,5,3,3,5,3,0,5,1,3,3,2,5,1,2,3,3,1,0,1,1,3,0,5,1,3,3,1,5,5,3,2,3,1,5,1,3,1,3,0,5,0,3,2,3,5,0,3,3,1,5,3,3,4,4,3,4,4,4,2,3,4,2,3,3,3,4,3,1,7,1,,1,3,,1,,7,189,189,189,,1,9,11,9,6,11,55,36,52,37,47,36284
2022-05-20 21:13:31,2022-05-20 21:19:12,0,107.77.227.129,100,341,1,2022-05-20 21:19:13,R_28SzG54O8zvb7Ha,,,,,33.9687,-118.037,anonymous,EN,1,4,A16666099,A16666099,2,2,1,2,2,2,2,2,2,3,2,3,2,3,3,1,2,1,2,2,2,2,2,2,3,3,3,0,1,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,2,2,3,3,1,0,1,3,2,3,2,5,5,2,1,2,3,3,3,3,3,3,2,3,4,3,2,3,3,3,3,3,3,1,7,2,,2,1,,1,,7,189,189,189,,5,9,9,8,10,8,38,38,37,31,38,43907
2022-05-21 14:55:17,2022-05-21 15:05:45,0,98.168.109.109,100,628,1,2022-05-21 15:05:46,R_27HyU2jgnrwgktu,,,,,33.6816,-117.8302,anonymous,EN,1,4,A17208103,A17208103,1,1,3,3,2,3,5,5,3,1,2,3,3,1,3,1,1,2,3,3,3,2,5,5,1,3,3,0,1,2,3,1,3,2,1,3,2,2,5,2,3,2,2,3,5,3,3,3,5,3,0,0,1,3,3,1,2,1,3,1,3,3,2,1,3,4,3,2,4,3,3,2,5,2,2,2,3,1,9,1,,1,1,,1,,8,37,37,189,19,4,10,9,8,9,5,40,33,36,32,39,44171
2022-05-20 19:37:04,2022-05-22 00:30:44,0,70.95.25.120,100,104019,1,2022-05-22 00:30:45,R_1jH3R3qq2nemlsu,,,,,32.9164,-117.1393,anonymous,EN,1,4,A16038915,A16038915,1,2,5,3,1,3,2,3,2,0,2,2,3,2,3,1,1,1,2,1,3,2,3,2,0,3,5,5,1,2,3,1,1,3,3,2,2,2,1,1,1,3,2,1,1,3,2,1,0,3,0,1,3,1,3,1,3,3,3,3,2,2,3,2,3,4,3,2,5,4,2,4,5,2,3,2,2,1,9,1,,1,1,,1,,7,189,189,189,,1,8,10,9,10,5,42,24,29,42,45,44007
2022-05-22 16:53:56,2022-05-22 17:01:20,0,3.87.128.169,100,444,1,2022-05-22 17:01:20,R_28HPWZVIETHKYbw,,,,,39.0469,-77.4903,anonymous,EN,1,4,A17082219,A17082219,2,2,3,3,5,1,3,3,1,3,3,3,3,1,2,2,2,1,2,3,2,2,1,1,3,2,2,0,1,2,2,1,2,3,3,3,1,2,3,1,3,2,2,3,1,2,1,3,1,3,0,3,1,2,3,1,1,1,3,3,1,3,4,4,2,3,4,4,2,2,3,3,4,4,3,3,3,1,7,2,,2,1,,3,,5,189,189,189,,1,11,12,10,9,12,46,46,36,46,35,40116
2022-05-22 20:52:50,2022-05-23 11:07:05,0,128.54.177.62,100,51255,1,2022-05-23 11:07:06,R_3EGqSmjkRtlU7rY,,,,,34.1332,-118.0325,anonymous,EN,1,4,A16759667,A16759667,0,5,3,5,3,3,5,5,2,0,5,5,3,1,3,1,5,0,2,3,5,5,5,0,2,3,2,0,0,3,5,0,3,0,5,3,3,3,5,0,2,2,0,0,0,3,1,5,2,5,0,2,2,2,2,2,1,3,3,3,1,2,2,4,5,4,3,5,4,3,3,4,3,2,5,4,3,1,7,2,,2,3,,3,,7,189,189,189,,4,5,10,10,7,8,45,34,47,51,50,40546
2022-05-23 13:02:35,2022-05-23 13:21:07,0,72.197.96.144,100,1111,1,2022-05-23 13:21:08,R_1gBePFIoNYifqls,,,,,33.1955,-117.2862,anonymous,EN,1,4,A17171402,A17171402,0,5,2,5,0,3,5,2,2,3,5,1,2,3,2,1,3,2,1,3,3,3,5,1,2,5,1,0,1,0,5,0,3,5,2,3,5,5,5,1,3,3,0,0,2,3,1,3,2,3,0,2,1,3,3,2,3,5,2,1,2,2,3,4,5,3,2,3,3,3,4,2,4,3,3,5,1,1,8,2,,2,1,,1,,6,189,189,189,,1,7,10,5,6,10,33,34,51,39,52,40949
2022-05-23 13:44:33,2022-05-23 14:00:08,0,72.199.189.133,100,934,1,2022-05-23 14:00:09,R_XFfZeMC5Kdqd3EJ,,,,,33.2421,-117.3045,anonymous,EN,1,4,A16362302,A16362302,1,1,3,3,3,3,5,5,1,3,3,5,5,0,0,2,3,2,2,2,1,1,0,1,3,2,2,0,2,0,1,0,3,5,2,5,3,5,5,0,3,2,1,3,1,1,0,5,1,3,0,3,1,5,5,2,1,1,2,3,1,3,4,4,3,2,3,2,4,2,1,3,4,3,2,3,3,1,8,2,,2,1,,2,,7,189,189,189,,1,11,10,9,12,9,48,49,43,44,41,37189
2022-05-16 13:42:24,2022-05-16 14:33:05,0,137.110.200.161,91,3041,0,2022-05-23 14:42:01,R_RJoNiz3PvZLoNsB,,,,,,,anonymous,EN,1,4,A16970996,A16970996,3,3,1,5,1,0,2,5,2,1,0,1,3,1,5,5,5,0,3,3,0,2,3,1,1,0,1,0,2,1,5,5,1,1,3,2,0,3,3,1,3,1,0,1,1,3,5,3,1,5,0,1,0,3,2,1,3,2,1,3,3,2,4,3,2,3,4,5,3,2,2,3,5,3,2,1,3,1,6,2,,2,3,,1,,9,75,75,75,19,1,12,14,10,12,9,42,28,46,43,16,41231
2022-05-23 14:48:11,2022-05-23 15:06:41,0,128.54.37.213,100,1109,1,2022-05-23 15:06:42,R_2Qsmq8kb1GPGTId,,,,,32.8246,-117.1971,anonymous,EN,1,4,A16347997,A16347997,1,1,3,3,2,2,3,3,1,2,5,2,5,1,3,1,3,0,1,2,2,2,1,1,1,3,2,0,2,3,1,1,2,1,2,2,1,1,2,1,2,3,1,3,1,3,1,3,1,3,0,2,1,2,3,2,1,5,3,3,1,2,4,3,3,3,2,4,3,3,3,2,4,2,3,2,2,1,7,2,,2,3,,1,,7,37,37,189,19,1,9,12,6,10,8,48,35,37,46,44,36020
2022-05-23 14:43:51,2022-05-23 15:07:31,0,76.33.18.126,100,1420,1,2022-05-23 15:07:31,R_2344R3vvuDMwZQb,,,,,32.7994,-117.1686,anonymous,EN,1,4,A16308764,A16308764,0,2,1,3,1,3,3,5,2,3,1,0,3,1,1,2,5,2,3,3,3,3,0,1,2,2,2,0,3,3,3,0,5,3,2,2,3,5,3,2,2,1,0,5,1,1,2,3,2,5,0,3,3,3,3,2,1,0,0,3,0,5,3,4,3,3,4,2,3,2,3,4,4,3,5,2,3,1,8,2,,2,2,,3,,4,189,189,189,,1,8,9,11,10,10,43,42,52,44,40,38046
2022-05-23 16:09:53,2022-05-23 16:26:03,0,137.110.46.10,100,969,1,2022-05-23 16:26:03,R_1ds0a3x9Pn1d2qx,,,,,32.7453,-117.2449,anonymous,EN,1,4,A15630949,A15630949,0,1,1,5,1,3,5,3,1,1,1,5,3,1,3,1,1,0,0,3,3,1,0,3,3,0,5,0,1,3,5,1,1,1,1,5,3,3,3,1,3,1,2,3,0,3,1,3,1,3,0,3,1,5,3,0,3,1,1,1,1,3,2,2,3,1,4,4,4,3,2,4,2,2,3,1,4,1,10,2,,2,1,,4,,5,189,189,189,,4,9,8,12,14,6,46,36,35,48,38,32175
2022-05-16 17:10:52,2022-05-16 17:30:41,0,128.54.22.44,91,1188,0,2022-05-23 17:30:48,R_3O8pFc1mhI3gb0j,,,,,,,anonymous,EN,1,4,A16796921,A16796921,1,1,1,5,5,1,3,3,0,3,5,2,2,0,0,1,2,2,1,5,3,1,3,1,3,3,3,0,2,2,0,0,1,1,3,5,1,2,3,1,5,2,2,1,1,0,2,3,1,5,0,5,0,3,3,1,0,2,1,3,0,3,4,3,2,2,3,4,3,2,2,3,4,3,2,2,3,1,6,2,,2,1,,3,,3,189,189,189,,1,12,12,9,12,9,39,57,36,52,40,42815
2022-05-17 20:01:05,2022-05-17 20:16:14,0,128.54.166.49,91,909,0,2022-05-24 20:16:19,R_AsNYQEYKxFLL6fL,,,,,,,anonymous,EN,1,4,A16794608,A16794608,0,2,3,5,3,1,2,2,1,3,5,2,3,1,2,0,3,3,1,5,3,2,2,2,3,5,2,0,3,5,2,0,1,5,3,3,5,3,5,1,3,5,2,3,1,1,5,5,1,5,0,5,3,2,2,0,1,3,2,3,3,5,4,3,3,5,3,4,5,4,4,2,4,3,3,4,2,1,6,2,,2,1,,1,,5,189,189,189,,1,8,12,7,5,7,39,49,39,49,50,44097
2022-05-18 11:51:17,2022-05-18 11:54:03,0,68.7.118.47,30,165,0,2022-05-25 11:54:05,R_1di6pCoxPGBdVYx,,,,,,,anonymous,EN,1,4,A17042341,A17042341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,4,4,3,4,3,4,2,3,4,3,3,1,,,,,,,,,,,,,,,6,8,11,9,8,0,0,0,0,0,44125
2022-05-18 15:55:29,2022-05-18 15:55:51,0,128.54.46.157,9,22,0,2022-05-25 15:55:52,R_20PuOKxZax3Hlgm,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,44134
2022-05-18 18:20:42,2022-05-18 18:20:51,0,128.54.28.208,13,8,0,2022-05-25 18:20:58,R_BtYNpkdvjgpONXP,,,,,,,anonymous,EN,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,42613
2022-05-19 02:09:28,2022-05-19 02:10:30,0,128.54.164.228,13,62,0,2022-05-26 02:10:40,R_2QFcvvag7xHxUvd,,,,,,,anonymous,EN,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,44097
2022-05-19 14:10:33,2022-05-19 14:24:48,0,128.54.175.18,91,855,0,2022-05-26 14:24:57,R_yl58LgEGyiI9VVn,,,,,,,anonymous,EN,1,4,A16996347,A16996347,0,2,1,3,3,2,3,3,0,0,5,2,3,3,5,1,2,3,0,2,3,2,1,0,1,5,3,0,3,3,5,1,1,2,3,2,2,2,3,3,3,5,3,2,0,2,2,3,1,3,0,1,1,1,2,0,1,3,1,2,2,2,5,3,4,4,3,4,3,3,4,3,3,3,4,4,1,1,7,2,,2,1,,1,,4,194,580,189,16,1,7,12,7,6,9,38,31,35,48,47,42274
2022-05-19 14:34:15,2022-05-19 14:43:18,0,69.196.32.62,91,543,0,2022-05-26 14:43:25,R_1N4B68zDPSxcVid,,,,,,,anonymous,EN,1,4,A16122991,A16122991,5,1,1,5,1,5,5,2,1,0,5,5,1,2,5,0,0,0,3,1,5,2,5,0,1,5,5,0,3,0,5,0,2,3,3,1,3,0,5,2,1,5,5,0,1,5,5,3,3,1,0,1,5,5,1,3,5,5,5,1,1,1,5,2,5,5,2,5,5,4,5,3,3,1,3,5,2,1,9,2,,2,1,,3,,4,189,189,189,,1,6,13,7,3,4,29,19,28,39,51,37221
2022-05-19 00:28:28,2022-05-20 10:51:07,0,72.192.132.234,91,123758,0,2022-05-27 10:51:12,R_1lxBphPYsLksnyY,,,,,,,anonymous,EN,1,4,16598348,16598348,1,2,1,3,3,1,2,5,1,3,3,1,2,1,1,1,3,0,3,3,0,3,3,1,3,2,0,0,1,0,2,1,2,1,3,5,2,3,3,1,5,1,1,1,0,1,2,5,0,5,0,3,1,5,3,2,1,1,0,1,1,5,3,2,3,2,4,3,3,3,1,3,4,3,3,3,2,1,10,2,,2,1,,3,,5,189,189,189,,1,9,10,9,12,8,42,50,49,44,34,37872
2022-05-19 17:41:22,2022-05-20 14:16:09,0,75.80.57.32,91,74086,0,2022-05-27 14:16:20,R_33wnTYvGTNH78K9,,,,,,,anonymous,EN,1,4,A16371496,A16371496,3,3,2,5,5,1,3,3,1,3,3,3,3,1,1,1,3,1,1,3,2,2,1,2,3,1,1,0,2,3,3,1,1,3,3,3,1,3,3,1,3,1,1,3,0,2,1,3,1,3,0,3,1,5,3,1,1,2,3,3,1,3,2,1,2,1,4,4,3,3,2,2,4,2,2,1,3,1,8,2,,2,1,,3,,9,189,189,189,,1,11,10,9,14,6,44,46,42,49,34,38319
2022-05-21 03:30:50,2022-05-21 03:31:17,0,174.65.216.36,13,26,0,2022-05-28 03:31:26,R_3kv2VVtLlm8C5Ry,,,,,,,anonymous,EN,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,44125
2022-05-21 15:32:00,2022-05-21 15:39:19,0,47.180.58.106,91,439,0,2022-05-28 15:39:22,R_2rkE2EAVyK7wy3o,,,,,,,anonymous,EN,1,4,a16578856,a16578856,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,3,3,3,2,2,1,1,1,2,0,0,1,1,1,2,1,1,2,2,2,1,0,0,1,1,0,1,1,3,1,1,3,0,2,2,1,1,2,2,1,2,2,1,2,3,2,3,2,2,2,2,3,2,3,3,3,3,4,3,1,9,2,,2,3,,5,,8,189,189,189,,4,9,8,8,10,9,36,35,36,38,34,38663
2022-05-21 16:50:40,2022-05-21 16:57:06,0,128.54.187.195,91,385,0,2022-05-28 16:57:07,R_1Ap0sSkWHq68uL7,,,,,,,anonymous,EN,1,4,A16809208,A16809208,0,5,5,3,3,2,5,3,3,3,5,3,3,3,1,0,5,0,5,3,3,3,2,0,5,5,0,0,2,0,3,0,3,1,2,3,2,3,5,2,5,5,0,3,1,1,0,3,1,5,0,3,2,3,3,2,1,3,2,3,2,3,3,5,3,5,3,4,2,3,5,3,3,4,3,5,3,1,6,2,,2,1,,1,,7,189,189,189,,1,9,10,9,3,13,49,48,50,36,52,44173
2022-05-22 12:34:05,2022-05-22 12:35:39,0,128.54.196.94,13,93,0,2022-05-29 12:35:45,R_24iLpjc3rLOCbz3,,,,,,,anonymous,EN,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,36284
2022-05-23 01:17:36,2022-05-23 02:06:51,0,70.95.173.46,22,2955,0,2022-05-30 02:06:52,R_5i4qgzszdMtb7K9,,,,,,,anonymous,EN,1,4,A15630949,A15630949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,32175
2022-05-23 01:33:01,2022-05-26 03:15:50,0,70.95.8.89,91,265369,0,2022-06-02 03:15:53,R_2wFxk44wVIviINX,,,,,,,anonymous,EN,1,4,A16688105,A16688105,1,0,3,5,5,2,3,2,3,5,0,1,0,0,2,5,3,1,5,3,1,2,5,3,3,1,5,0,2,3,1,5,2,3,2,3,1,3,3,5,5,1,2,0,5,1,3,2,5,5,0,3,0,2,3,3,0,0,0,3,5,3,4,2,1,3,4,2,4,1,3,4,2,5,2,3,4,1,21,1,,1,1,,1,,4,119,189,189,19,1,14,8,12,9,9,32,51,38,32,22,44189
2022-06-27 17:50:22,2022-06-27 18:12:36,0,72.199.245.145,100,1333,1,2022-06-27 18:12:37,R_3JL3BOZeadK6DOF,,,,,32.7638,-117.07,anonymous,EN,1,4,a17171389,a17171389,0,1,2,3,3,3,2,3,0,3,2,3,3,0,0,1,2,2,2,3,3,1,1,2,5,2,3,0,1,1,2,1,2,1,3,2,5,2,5,3,5,3,2,5,0,0,0,0,0,5,0,5,3,0,5,2,0,3,3,3,2,5,4,3,4,3,4,3,3,4,4,2,4,3,4,4,1,1,17,2,,2,1,,4,,3,72,189,189,8,1,6,11,7,7,9,50,53,27,44,49,40107
2022-06-28 21:12:09,2022-06-28 21:22:38,0,66.75.243.22,100,629,1,2022-06-28 21:22:39,R_vT4OipYDqZ5N1uh,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17187336,A17187336,1,2,3,3,2,3,3,3,2,2,3,3,3,2,3,1,2,1,3,2,5,2,2,2,2,3,2,0,3,2,3,1,2,1,2,2,1,2,3,2,2,3,1,2,2,3,1,2,2,3,0,2,2,2,3,2,2,2,1,2,2,2,3,4,3,3,3,3,2,2,3,3,3,3,3,3,3,1,12,2,,2,1,,1,,5,37,37,189,20,1,10,9,9,9,11,42,33,38,37,45,40589
2022-06-30 01:19:54,2022-06-30 01:44:42,0,128.54.147.241,100,1487,1,2022-06-30 01:44:43,R_9BROLjYo6QwPwrf,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17163509,A17163509,2,0,2,5,3,1,5,3,1,2,2,5,3,1,3,2,5,2,3,5,3,2,1,3,2,1,3,0,1,2,3,1,2,2,1,3,5,3,3,2,2,3,1,3,3,1,3,1,3,3,0,3,0,2,3,1,2,1,2,1,3,5,2,1,4,4,4,4,3,3,2,3,4,4,4,2,4,1,9,1,,1,3,,1,,3,37,37,189,17,1,7,10,11,10,8,41,42,36,37,35,40658
2022-07-01 14:30:04,2022-07-01 14:52:11,0,75.145.144.195,100,1326,1,2022-07-01 14:52:12,R_3JW0CPtoEyFdtO9,,,,,42.1327,-87.7614,anonymous,EN,1,4,A16445774,A16445774,2,3,3,5,5,2,3,3,1,3,2,3,5,5,2,2,5,1,2,5,2,5,0,1,5,0,0,0,1,3,2,2,2,0,3,5,1,3,5,3,3,1,0,5,1,3,2,5,0,5,0,3,1,2,5,2,0,3,2,5,1,5,4,5,3,2,4,5,1,3,2,3,4,5,3,2,4,1,7,2,,2,3,,8,"2,5",9,189,189,189,,1,9,13,11,12,15,56,50,48,43,32,37721
2022-07-02 14:55:10,2022-07-02 15:10:20,0,71.136.143.80,100,909,1,2022-07-02 15:10:21,R_3F3QH0WrpAWKugB,,,,,37.7047,-122.1245,anonymous,EN,1,4,A17146946,A17146946,1,2,2,3,3,2,3,5,1,3,3,3,3,2,3,1,3,2,2,3,3,2,3,2,3,3,3,0,1,3,2,0,2,2,3,3,3,2,3,3,3,3,2,2,2,3,2,2,1,5,0,2,2,3,3,3,1,3,2,1,1,3,2,2,3,2,3,3,4,3,2,3,3,2,2,2,3,1,8,2,,2,1,,1,,7,189,189,189,,1,10,8,9,12,6,41,42,37,41,46,44412
2022-07-02 21:05:32,2022-07-02 21:23:25,0,98.56.230.242,100,1073,1,2022-07-02 21:23:26,R_3GB8EjA3kK847yq,,,,,38.6711,-121.1495,anonymous,EN,1,4,A17224846,A17224846,0,0,0,5,3,1,5,5,2,5,5,3,5,0,0,0,2,0,5,5,5,5,2,3,5,5,3,0,1,1,2,0,1,0,1,5,5,3,3,1,5,0,3,0,5,0,0,3,0,5,0,5,0,2,5,5,1,5,3,3,2,5,2,4,1,5,1,1,1,1,1,1,5,4,1,4,1,1,9,2,,2,1,,2,,8,189,189,189,,1,15,8,3,8,13,47,56,35,34,49,43659
2022-07-03 16:49:44,2022-07-03 16:58:08,0,47.145.53.68,100,504,1,2022-07-03 16:58:08,R_2ASfIOSaliuu0vE,,,,,33.6647,-117.1743,anonymous,EN,1,4,A16271124,A16271124,1,2,3,5,3,0,3,5,0,3,1,0,5,0,2,0,5,1,1,3,1,2,1,1,3,5,1,0,1,3,2,1,2,0,3,3,1,3,5,1,3,2,1,3,0,1,0,2,0,5,0,3,1,3,5,0,1,3,1,5,3,5,4,4,2,5,2,4,2,3,4,2,4,4,2,4,2,1,8,2,,2,1,,8,"1,3,4",5,189,189,189,,1,11,12,6,5,12,55,47,46,52,39,36716
2022-07-04 14:03:08,2022-07-04 14:33:53,0,75.80.105.34,100,1844,1,2022-07-04 14:33:54,R_3hscFZ8TkPy4p5a,,,,,32.8425,-117.2484,anonymous,EN,1,4,A15457432,A15457432,3,1,1,5,1,3,5,5,1,3,1,3,5,1,3,1,3,1,1,3,1,2,0,1,1,3,5,0,0,3,3,1,3,1,3,3,3,5,5,0,1,1,3,2,1,5,1,1,0,5,0,1,0,1,5,1,3,5,5,5,0,5,3,2,2,3,4,2,4,2,4,3,3,2,3,3,3,1,10,1,,1,1,,2,,8,189,189,189,,1,11,8,10,8,6,53,32,33,52,38,41766
2022-07-04 23:27:02,2022-07-04 23:34:52,0,76.236.30.157,100,469,1,2022-07-04 23:34:52,R_1liz4lqo5Yfcvgo,,,,,37.2941,-121.8996,anonymous,EN,1,4,A16839652,A16839652,1,2,3,3,3,3,3,5,3,3,3,3,2,2,1,1,3,1,3,3,3,2,2,3,1,3,3,0,1,1,2,1,1,1,1,3,3,1,3,3,3,3,1,2,3,3,1,3,1,3,0,3,3,3,3,1,2,5,3,1,3,3,2,1,3,3,4,3,5,3,3,2,2,1,4,3,3,1,6,2,,2,1,,1,,7,189,189,189,,1,8,7,9,9,3,44,42,36,31,49,43667
2022-07-05 14:37:10,2022-07-05 14:44:26,0,108.220.106.67,100,436,1,2022-07-05 14:44:26,R_2wB0X3k8YGeApBb,,,,,35.3044,-119.1031,anonymous,EN,1,4,A16674047,A16674047,1,3,3,5,3,3,3,3,1,2,3,2,2,2,2,1,5,1,2,2,2,2,3,1,2,3,1,0,2,2,2,2,2,2,3,2,2,3,3,1,2,2,2,2,1,2,1,3,2,2,0,3,3,3,2,1,2,2,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,2,,2,1,,1,,7,189,189,189,,4,9,8,9,9,9,39,39,45,45,43,36212
2022-07-06 14:06:07,2022-07-06 14:16:50,0,98.152.162.30,100,643,1,2022-07-06 14:16:50,R_1eFqXgKWX00KUIK,,,,,32.8425,-117.2484,anonymous,EN,1,4,A16273165,A16273165,0,0,3,3,3,3,1,3,0,2,3,2,2,1,3,0,2,2,2,2,3,3,3,1,3,5,2,0,2,2,3,0,3,2,1,5,3,1,2,2,3,1,3,2,2,2,3,2,1,3,0,3,1,2,3,5,1,1,2,3,1,3,3,2,4,4,4,3,3,3,2,3,3,3,3,2,3,1,9,2,,2,1,,3,,3,54,189,189,6,1,8,9,10,10,8,40,42,33,40,44,43632
